,image_file,label_file,large_category,medium_category,small_category,핏,촉감,신축성,비침,두께,계절,major_style,minor_style
7933,TOPS_LONG_HOODED_image_915_0.jpg,915_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,,보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7934,TOPS_LONG_HOODED_image_917_0.jpg,917_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,"부드러움, 보통",약간 있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
7935,TOPS_LONG_HOODED_image_918_0.jpg,918_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,약간 있음,없음,보통,"봄, 가을",캐주얼,스트릿
7936,TOPS_LONG_HOODED_image_919_0.jpg,919_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,약간 부드러움,거의 없음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
7937,TOPS_LONG_HOODED_image_91_0.jpg,91_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,부드러움,보통,없음,"보통, 두꺼움","봄, 가을, 겨울",캐주얼,스트릿
7938,TOPS_LONG_HOODED_image_921_1.jpg,921_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈","부드러움, 약간 부드러움","약간 있음, 있음",없음,"보통, 약간 두꺼움","봄, 가을, 겨울",캐주얼,스트릿
7939,TOPS_LONG_HOODED_image_923_1.jpg,923_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,보통,약간 있음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7940,TOPS_LONG_HOODED_image_925_0.jpg,925_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,스키니,약간 부드러움,보통,보통,약간 얇음,"봄, 가을",캐주얼,스트릿
7941,TOPS_LONG_HOODED_image_926_0.jpg,926_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",부드러움,약간 있음,없음,"약간 두꺼움, 두꺼움","봄, 가을, 겨울",캐주얼,스트릿
7942,TOPS_LONG_HOODED_image_929_1.jpg,929_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7943,TOPS_LONG_HOODED_image_92_0.jpg,92_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,부드러움,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7944,TOPS_LONG_HOODED_image_930_0.jpg,930_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,부드러움,있음,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7945,TOPS_LONG_HOODED_image_934_0.jpg,934_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7946,TOPS_LONG_HOODED_image_935_0.jpg,935_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈","약간 부드러움, 보통",보통,거의 없음,"보통, 약간 두꺼움","봄, 가을, 겨울",캐주얼,스트릿
7947,TOPS_LONG_HOODED_image_937_0.jpg,937_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",보통,보통,없음,두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7948,TOPS_LONG_HOODED_image_939_0.jpg,939_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,보통,보통,없음,보통,"가을, 겨울",캐주얼,스트릿
7949,TOPS_LONG_HOODED_image_940_1.jpg,940_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,,보통,없음,보통,"가을, 겨울",캐주얼,스트릿
7950,TOPS_LONG_HOODED_image_941_0.jpg,941_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,보통,보통,없음,보통,"봄, 여름, 겨울",캐주얼,스트릿
7951,TOPS_LONG_HOODED_image_941_4.jpg,941_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,보통,보통,없음,보통,"봄, 여름, 겨울",캐주얼,스트릿
7952,TOPS_LONG_HOODED_image_942_1.jpg,942_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7953,TOPS_LONG_HOODED_image_943_0.jpg,943_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",부드러움,보통,거의 없음,두꺼움,"가을, 겨울",캐주얼,스트릿
7954,TOPS_LONG_HOODED_image_944_3.jpg,944_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",부드러움,있음,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7955,TOPS_LONG_HOODED_image_945_16.jpg,945_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7956,TOPS_LONG_HOODED_image_946_1.jpg,946_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,부드러움,약간 있음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7957,TOPS_LONG_HOODED_image_947_0.jpg,947_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7958,TOPS_LONG_HOODED_image_948_0.jpg,948_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",부드러움,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7959,TOPS_LONG_HOODED_image_949_1.jpg,949_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,부드러움,있음,없음,두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7960,TOPS_LONG_HOODED_image_951_0.jpg,951_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,"약간 부드러움, 보통",있음,없음,"보통, 약간 두꺼움","봄, 가을, 겨울",캐주얼,스트릿
7961,TOPS_LONG_HOODED_image_952_0.jpg,952_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,보통,없음,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7962,TOPS_LONG_HOODED_image_953_2.jpg,953_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,보통,보통,없음,약간 두꺼움,"가을, 겨울",캐주얼,스트릿
7963,TOPS_LONG_HOODED_image_954_0.jpg,954_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,약간 있음,거의 없음,보통,"봄, 여름, 가을",캐주얼,스트릿
7964,TOPS_LONG_HOODED_image_955_1.jpg,955_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7965,TOPS_LONG_HOODED_image_959_0.jpg,959_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,보통,거의 없음,없음,두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7966,TOPS_LONG_HOODED_image_962_0.jpg,962_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7967,TOPS_LONG_HOODED_image_962_1.jpg,962_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7968,TOPS_LONG_HOODED_image_963_0.jpg,963_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,보통,약간 있음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7969,TOPS_LONG_HOODED_image_964_2.jpg,964_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,보통,보통,없음,보통,"봄, 가을",캐주얼,스트릿
7970,TOPS_LONG_HOODED_image_966_0.jpg,966_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,부드러움,보통,없음,보통,"봄, 가을",캐주얼,스트릿
7971,TOPS_LONG_HOODED_image_968_0.jpg,968_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,약간 부드러움,약간 있음,없음,두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7972,TOPS_LONG_HOODED_image_969_4.jpg,969_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,보통,있음,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7973,TOPS_LONG_HOODED_image_96_0.jpg,96_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,보통,보통,"봄, 가을, 겨울",캐주얼,스트릿
7974,TOPS_LONG_HOODED_image_970_4.jpg,970_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,부드러움,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7975,TOPS_LONG_HOODED_image_971_0.jpg,971_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,부드러움,"보통, 약간 있음",없음,"약간 두꺼움, 두꺼움","봄, 가을, 겨울",캐주얼,스트릿
7976,TOPS_LONG_HOODED_image_976_0.jpg,976_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7977,TOPS_LONG_HOODED_image_976_2.jpg,976_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7978,TOPS_LONG_HOODED_image_976_3.jpg,976_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7979,TOPS_LONG_HOODED_image_976_4.jpg,976_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7980,TOPS_LONG_HOODED_image_976_5.jpg,976_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7981,TOPS_LONG_HOODED_image_97_0.jpg,97_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,부드러움,약간 있음,없음,보통,"봄, 여름, 가을, 겨울",캐주얼,스트릿
7982,TOPS_LONG_HOODED_image_980_0.jpg,980_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,부드러움,없음,없음,약간 두꺼움,겨울,캐주얼,스트릿
7983,TOPS_LONG_HOODED_image_981_0.jpg,981_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,약간 부드러움,약간 있음,없음,약간 두꺼움,,캐주얼,스트릿
7984,TOPS_LONG_HOODED_image_983_0.jpg,983_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,부드러움,보통,없음,두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7985,TOPS_LONG_HOODED_image_983_2.jpg,983_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,오버 사이즈,부드러움,보통,없음,두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7986,TOPS_LONG_HOODED_image_984_0.jpg,984_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을",캐주얼,스트릿
7987,TOPS_LONG_HOODED_image_986_0.jpg,986_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",보통,약간 있음,없음,"보통, 약간 두꺼움","봄, 여름, 가을, 겨울",캐주얼,스트릿
7988,TOPS_LONG_HOODED_image_988_1.jpg,988_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,부드러움,보통,없음,"보통, 두꺼움","봄, 가을, 겨울",캐주얼,스트릿
7989,TOPS_LONG_HOODED_image_989_6.jpg,989_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7990,TOPS_LONG_HOODED_image_989_7.jpg,989_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7991,TOPS_LONG_HOODED_image_989_8.jpg,989_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7992,TOPS_LONG_HOODED_image_990_0.jpg,990_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,보통,없음,보통,"봄, 가을",캐주얼,스트릿
7993,TOPS_LONG_HOODED_image_991_0.jpg,991_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,약간 부드러움,보통,없음,두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7994,TOPS_LONG_HOODED_image_993_1.jpg,993_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,보통,있음,없음,보통,"봄, 가을, 겨울",캐주얼,스트릿
7995,TOPS_LONG_HOODED_image_994_0.jpg,994_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,루즈,약간 부드러움,약간 있음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,스트릿
7996,TOPS_LONG_HOODED_image_995_18.jpg,995_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",보통,약간 있음,거의 없음,보통,"봄, 여름, 가을",캐주얼,스트릿
7997,TOPS_LONG_HOODED_image_999_0.jpg,999_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,레귤러,"약간 부드러움, 보통",보통,없음,"보통, 약간 두꺼움","가을, 겨울",캐주얼,스트릿
7998,TOPS_LONG_HOODED_image_9_0.jpg,9_label_TOPS_LONG_HOODED.json,TOPS,LONG,HOODED,"루즈, 오버 사이즈",보통,보통,없음,"약간 두꺼움, 두꺼움","가을, 겨울",캐주얼,스트릿
7999,TOPS_LONG_NEAT_image_1002_1.jpg,1002_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,보통,없음,보통,겨울,캐주얼,미니멀
8000,TOPS_LONG_NEAT_image_1002_3.jpg,1002_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,보통,없음,보통,겨울,캐주얼,미니멀
8001,TOPS_LONG_NEAT_image_1002_5.jpg,1002_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,보통,없음,보통,겨울,캐주얼,미니멀
8002,TOPS_LONG_NEAT_image_1005_1.jpg,1005_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,슬림,보통,보통,약간 있음,보통,봄,미니멀,캐주얼
8003,TOPS_LONG_NEAT_image_1006_1.jpg,1006_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,"부드러움, 보통","보통, 있음",없음,보통,"봄, 가을",미니멀,캐주얼
8004,TOPS_LONG_NEAT_image_1008_0.jpg,1008_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,약간 부드러움,보통,없음,보통,"봄, 가을, 겨울",캐주얼,미니멀
8005,TOPS_LONG_NEAT_image_1015_7.jpg,1015_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,부드러움,보통,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,미니멀
8006,TOPS_LONG_NEAT_image_1016_0.jpg,1016_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,보통,거의 없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8007,TOPS_LONG_NEAT_image_1018_0.jpg,1018_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,미니멀
8008,TOPS_LONG_NEAT_image_101_2.jpg,101_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8009,TOPS_LONG_NEAT_image_101_3.jpg,101_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8010,TOPS_LONG_NEAT_image_101_4.jpg,101_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8011,TOPS_LONG_NEAT_image_101_5.jpg,101_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8012,TOPS_LONG_NEAT_image_101_6.jpg,101_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8013,TOPS_LONG_NEAT_image_1021_0.jpg,1021_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,보통,약간 있음,없음,얇음,,캐주얼,미니멀
8014,TOPS_LONG_NEAT_image_1022_1.jpg,1022_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8015,TOPS_LONG_NEAT_image_1024_0.jpg,1024_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,보통,있음,보통,"봄, 가을, 겨울",캐주얼,미니멀
8016,TOPS_LONG_NEAT_image_1027_0.jpg,1027_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,약간 부드러움,보통,거의 없음,보통,"봄, 가을, 겨울",캐주얼,미니멀
8017,TOPS_LONG_NEAT_image_1030_0.jpg,1030_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,부드러움,약간 있음,거의 없음,약간 두꺼움,"가을, 겨울",미니멀,캐주얼
8018,TOPS_LONG_NEAT_image_1035_1.jpg,1035_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,보통,보통,보통,보통,"봄, 가을, 겨울",캐주얼,미니멀
8019,TOPS_LONG_NEAT_image_103_0.jpg,103_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,약간 부드러움,있음,없음,보통,"봄, 가을",미니멀,캐주얼
8020,TOPS_LONG_NEAT_image_1044_0.jpg,1044_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,약간 뻣뻣함,약간 있음,없음,보통,"봄, 가을, 겨울",캐주얼,미니멀
8021,TOPS_LONG_NEAT_image_1046_5.jpg,1046_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,있음,보통,"봄, 가을",미니멀,캐주얼
8022,TOPS_LONG_NEAT_image_1051_1.jpg,1051_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,보통,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8023,TOPS_LONG_NEAT_image_1054_4.jpg,1054_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"가을, 겨울",미니멀,캐주얼
8024,TOPS_LONG_NEAT_image_1055_1.jpg,1055_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,보통,없음,,"봄, 가을",미니멀,캐주얼
8025,TOPS_LONG_NEAT_image_1057_1.jpg,1057_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,약간 부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8026,TOPS_LONG_NEAT_image_1057_2.jpg,1057_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,약간 부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8027,TOPS_LONG_NEAT_image_1057_3.jpg,1057_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,약간 부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8028,TOPS_LONG_NEAT_image_1057_4.jpg,1057_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,약간 부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8029,TOPS_LONG_NEAT_image_1057_5.jpg,1057_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,약간 부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8030,TOPS_LONG_NEAT_image_1057_6.jpg,1057_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,약간 부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8031,TOPS_LONG_NEAT_image_1060_1.jpg,1060_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,보통,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8032,TOPS_LONG_NEAT_image_1061_0.jpg,1061_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,약간 부드러움,있음,있음,얇음,여름,미니멀,캐주얼
8033,TOPS_LONG_NEAT_image_1067_0.jpg,1067_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,보통,보통,보통,"봄, 가을, 겨울",캐주얼,미니멀
8034,TOPS_LONG_NEAT_image_1071_0.jpg,1071_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,"루즈, 오버 사이즈",약간 부드러움,약간 있음,없음,"보통, 약간 두꺼움","봄, 가을, 겨울",캐주얼,미니멀
8035,TOPS_LONG_NEAT_image_1073_0.jpg,1073_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,"레귤러, 루즈",부드러움,약간 있음,보통,약간 두꺼움,"가을, 겨울",미니멀,캐주얼
8036,TOPS_LONG_NEAT_image_1081_0.jpg,1081_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,부드러움,있음,보통,얇음,"봄, 여름",미니멀,캐주얼
8037,TOPS_LONG_NEAT_image_1082_6.jpg,1082_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,"레귤러, 루즈",부드러움,있음,없음,보통,"봄, 가을",미니멀,캐주얼
8038,TOPS_LONG_NEAT_image_1083_0.jpg,1083_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,보통,없음,보통,"봄, 가을",미니멀,캐주얼
8039,TOPS_LONG_NEAT_image_1090_0.jpg,1090_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,부드러움,있음,거의 없음,약간 얇음,"봄, 가을, 겨울",미니멀,캐주얼
8040,TOPS_LONG_NEAT_image_1097_1.jpg,1097_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,약간 있음,거의 없음,두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8041,TOPS_LONG_NEAT_image_1097_2.jpg,1097_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,약간 있음,거의 없음,두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8042,TOPS_LONG_NEAT_image_1098_1.jpg,1098_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,보통,없음,두꺼움,"봄, 가을",미니멀,캐주얼
8043,TOPS_LONG_NEAT_image_1099_0.jpg,1099_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,부드러움,보통,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8044,TOPS_LONG_NEAT_image_109_1.jpg,109_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,부드러움,있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
8045,TOPS_LONG_NEAT_image_109_2.jpg,109_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,부드러움,있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
8046,TOPS_LONG_NEAT_image_109_3.jpg,109_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,부드러움,있음,약간 있음,보통,"봄, 여름, 가을, 겨울",미니멀,캐주얼
8047,TOPS_LONG_NEAT_image_1102_2.jpg,1102_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8048,TOPS_LONG_NEAT_image_1103_0.jpg,1103_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",미니멀,캐주얼
8049,TOPS_LONG_NEAT_image_110_0.jpg,110_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,부드러움,약간 있음,거의 없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8050,TOPS_LONG_NEAT_image_111_0.jpg,111_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,루즈,부드러움,약간 있음,보통,약간 두꺼움,겨울,미니멀,캐주얼
8051,TOPS_LONG_NEAT_image_1125_1.jpg,1125_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,,,,없음,보통,"봄, 가을, 겨울",캐주얼,미니멀
8052,TOPS_LONG_NEAT_image_1130_4.jpg,1130_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,슬림,부드러움,"보통, 약간 있음",없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,미니멀
8053,TOPS_LONG_NEAT_image_1133_0.jpg,1133_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,오버 사이즈,부드러움,있음,없음,약간 두꺼움,"봄, 가을, 겨울",캐주얼,미니멀
8054,TOPS_LONG_NEAT_image_1135_1.jpg,1135_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,부드러움,있음,없음,보통,"봄, 가을, 겨울",캐주얼,미니멀
8055,TOPS_LONG_NEAT_image_1139_0.jpg,1139_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,약간 있음,없음,약간 두꺼움,"봄, 가을",캐주얼,미니멀
8056,TOPS_LONG_NEAT_image_113_0.jpg,113_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,약간 있음,없음,보통,"봄, 가을, 겨울",미니멀,캐주얼
8057,TOPS_LONG_NEAT_image_1145_0.jpg,1145_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,보통,보통,보통,보통,봄,캐주얼,미니멀
8058,TOPS_LONG_NEAT_image_1149_0.jpg,1149_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,"약간 뻣뻣함, 뻣뻣함",보통,없음,보통,"봄, 가을, 겨울",캐주얼,미니멀
8059,TOPS_LONG_NEAT_image_1149_6.jpg,1149_label_TOPS_LONG_NEAT.json,TOPS,LONG,NEAT,레귤러,"약간 뻣뻣함, 뻣뻣함",보통,없음,보통,"봄, 가을, 겨울",캐주얼,미니멀
